body
"Actually losing for nearly 30 years and keep changing their focus from fuel cell, hydrogen forklifts and trucks to green hydrogen.  They had no expertise in any and gave await equity vi a very cheap warrants to BABA and WMT to get get business.  I am still waiting for bankruptcy and for APD or Linde to get some cheap hydrogen assets."
