,0
0,Investing in Textron (NYSE:TXT) three years ago would have delivered you a 129% gain
1,Boeing (BA) Wins $95M Deal to Support P-8A Poseidon Aircraft
2,Textron Aviation Customer Support Leads the Way in Elevating Aviation Safety Standards With FAA Acceptance for Safety Management System
3,"Lockheed (LMT) Q3 Earnings Beat Estimates, Sales Rise Y/Y"
4,Lockheed Martin (LMT) Q3 Earnings and Revenues Top EstimatesZacks
5,Here's What Key Metrics Tell Us About Lockheed (LMT) Q3 EarningsZacks
6,"Beechcraft King Air 360 reaches 100th delivery, continuing the legacy of the world’s most popular business turboprop"
7,"Planemakers bet on steady demand for business jets, but Wall Street wary"
8,Textron Aviation names flyExclusive fleet launch customer for newly-announced Citation CJ3 Gen2
9,Textron Aviation Continues Investment in Bestselling Cessna Citation Business Jets With Introduction of New Cessna Citation CJ3 Gen2
10,Lockheed (LMT) Wins $379.6 Contract to Supply MH-60R Helicopters
11,Textron Aviation adds cutting-edge Garmin Autothrottle system to the Cessna Citation M2 Gen2
