,0
0,General Dynamics' (GD) Unit Secures $217M Submarine Contract
1,"LMT Stock: Lockheed Martin Beats Earnings Forecasts, Defense Contractors In Focus"
2,Lockheed Martin (LMT) Q3 Earnings and Revenues Top EstimatesZacks
3,Lockheed Martin Earnings Look Strong as Global Tensions Rise. Updated F-35 Jet on Track.Barrons.com
4,General Dynamics Electric Boat Awarded $217 Million Contract for Virginia-Class Submarines
5,Will Segmental Performance Aid Lockheed's (LMT) Q3 Earnings?
6,Lockheed Martin (LMT) Q3 Earnings and Revenues Top EstimatesZacks
7,"Lockheed (LMT) Q3 Earnings Beat Estimates, Sales Rise Y/YZacks"
8,Has General Dynamics Corporation's (NYSE:GD) Impressive Stock Performance Got Anything to Do With Its Fundamentals?
9,General Dynamics NASSCO awarded ship repair contract valued at up to $754 million
10,Boeing (BA) Wins Deal to Support Unmanned Undersea Vehicles
11,Huntington Ingalls (HII) Wins $347M Deal to Aid Lionfish Program
12,"General Dynamics Insiders Sell US$12m Of Stock, Possibly Signalling Caution"
13,UAW strike: General Dynamics workers vote to strike in 3 states
